,Unnamed: 0,dvrpc_2010,dvrpc_2015,naip_2010,naip_2015
822,822,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1104:89264.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1104:89264.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1104:89264.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1104:89264.png
823,823,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-370:89059.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-370:89059.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-370:89059.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-370:89059.png
825,825,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:172:88988.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:172:88988.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:172:88988.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:172:88988.png
831,831,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-543:88555.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-543:88555.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-543:88555.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-543:88555.png
833,833,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-220:88653.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-220:88653.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-220:88653.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-220:88653.png
835,835,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-951:89124.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-951:89124.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-951:89124.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-951:89124.png
840,840,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:27:88917.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:27:88917.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:27:88917.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:27:88917.png
847,847,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-308:89883.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-308:89883.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-308:89883.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-308:89883.png
857,857,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-247:88521.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-247:88521.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-247:88521.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-247:88521.png
860,860,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-223:89132.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-223:89132.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-223:89132.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-223:89132.png
863,863,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:503:88856.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:503:88856.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:503:88856.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:503:88856.png
886,886,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1345:87932.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1345:87932.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1345:87932.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1345:87932.png
888,888,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1048:88445.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1048:88445.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1048:88445.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1048:88445.png
904,904,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-840:88431.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-840:88431.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-840:88431.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-840:88431.png
915,915,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-329:88961.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-329:88961.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-329:88961.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-329:88961.png
918,918,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-837:89457.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-837:89457.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-837:89457.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-837:89457.png
932,932,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-490:88760.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-490:88760.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-490:88760.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-490:88760.png
936,936,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-727:88721.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-727:88721.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-727:88721.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-727:88721.png
938,938,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1172:88242.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1172:88242.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1172:88242.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1172:88242.png
940,940,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-161:88621.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-161:88621.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-161:88621.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-161:88621.png
953,953,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-292:88558.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-292:88558.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-292:88558.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-292:88558.png
963,963,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-423:89113.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-423:89113.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-423:89113.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-423:89113.png
965,965,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-226:88581.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-226:88581.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-226:88581.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-226:88581.png
981,981,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-786:88726.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-786:88726.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-786:88726.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-786:88726.png
993,993,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-835:88871.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-835:88871.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-835:88871.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-835:88871.png
999,999,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-291:88343.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-291:88343.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-291:88343.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-291:88343.png
1002,1002,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1056:88443.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1056:88443.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1056:88443.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1056:88443.png
1003,1003,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-347:88858.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-347:88858.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-347:88858.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-347:88858.png
1014,1014,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-623:89029.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-623:89029.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-623:89029.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-623:89029.png
1032,1032,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-221:89510.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-221:89510.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-221:89510.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-221:89510.png
1038,1038,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-233:89410.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-233:89410.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-233:89410.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-233:89410.png
1041,1041,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:3:89143.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:3:89143.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:3:89143.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:3:89143.png
1047,1047,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1445:88561.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1445:88561.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1445:88561.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1445:88561.png
1064,1064,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:58:88845.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:58:88845.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:58:88845.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:58:88845.png
1069,1069,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-371:89087.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-371:89087.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-371:89087.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-371:89087.png
1072,1072,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-894:88588.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-894:88588.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-894:88588.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-894:88588.png
1080,1080,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:199:88996.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:199:88996.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:199:88996.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:199:88996.png
1087,1087,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-422:88352.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-422:88352.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-422:88352.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-422:88352.png
1100,1100,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-300:88549.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-300:88549.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-300:88549.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-300:88549.png
1107,1107,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-283:88798.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-283:88798.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-283:88798.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-283:88798.png
1110,1110,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-266:88811.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-266:88811.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-266:88811.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-266:88811.png
1112,1112,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-579:88494.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-579:88494.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-579:88494.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-579:88494.png
1132,1132,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-319:88549.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-319:88549.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-319:88549.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-319:88549.png
1138,1138,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:126:89002.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:126:89002.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:126:89002.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:126:89002.png
1140,1140,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:140:88728.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:140:88728.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:140:88728.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:140:88728.png
1164,1164,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-424:88866.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-424:88866.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-424:88866.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-424:88866.png
1170,1170,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:195:88784.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:195:88784.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:195:88784.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:195:88784.png
1174,1174,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-277:89302.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-277:89302.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-277:89302.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-277:89302.png
1177,1177,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1513:88373.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1513:88373.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1513:88373.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1513:88373.png
1188,1188,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:173:89191.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:173:89191.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:173:89191.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:173:89191.png
1189,1189,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-217:89109.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-217:89109.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-217:89109.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-217:89109.png
1208,1208,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-497:88433.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-497:88433.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-497:88433.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-497:88433.png
1239,1239,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-204:88300.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-204:88300.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-204:88300.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-204:88300.png
1271,1271,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1182:88590.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1182:88590.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1182:88590.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1182:88590.png
1277,1277,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-867:88827.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-867:88827.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-867:88827.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-867:88827.png
1283,1283,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1196:88763.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1196:88763.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1196:88763.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1196:88763.png
1293,1293,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-553:88469.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-553:88469.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-553:88469.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-553:88469.png
1300,1300,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-250:88843.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-250:88843.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-250:88843.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-250:88843.png
1302,1302,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-557:89112.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-557:89112.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-557:89112.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-557:89112.png
1305,1305,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2010/imagery/500:0:0.1:18:-1000:89405.png,/deep/group/aicc-bootcamp/transportation/data/dvrpc/aerial/good2015/imagery/500:0:0.1:18:-1000:89405.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2010/imagery/500:0:0.1:18:-1000:89405.png,/deep/group/aicc-bootcamp/transportation/data/naip/aerial/2015/imagery/500:0:0.1:18:-1000:89405.png
